,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,population,population_density,median_age
135080,SYC,Africa,Seychelles,2021-01-11,525.0,23.0,1.0,0.0,98910.0,208.354,36.2
135081,SYC,Africa,Seychelles,2021-01-12,577.0,52.0,1.0,0.0,98910.0,208.354,36.2
135082,SYC,Africa,Seychelles,2021-01-13,577.0,0.0,1.0,0.0,98910.0,208.354,36.2
135083,SYC,Africa,Seychelles,2021-01-14,610.0,33.0,1.0,0.0,98910.0,208.354,36.2
135084,SYC,Africa,Seychelles,2021-01-15,626.0,16.0,1.0,0.0,98910.0,208.354,36.2
135085,SYC,Africa,Seychelles,2021-01-16,626.0,0.0,1.0,0.0,98910.0,208.354,36.2
135086,SYC,Africa,Seychelles,2021-01-17,689.0,63.0,1.0,0.0,98910.0,208.354,36.2
135087,SYC,Africa,Seychelles,2021-01-18,688.0,,2.0,1.0,98910.0,208.354,36.2
135088,SYC,Africa,Seychelles,2021-01-19,746.0,58.0,2.0,0.0,98910.0,208.354,36.2
135089,SYC,Africa,Seychelles,2021-01-20,762.0,16.0,2.0,0.0,98910.0,208.354,36.2
135090,SYC,Africa,Seychelles,2021-01-21,844.0,82.0,3.0,1.0,98910.0,208.354,36.2
135091,SYC,Africa,Seychelles,2021-01-22,866.0,22.0,3.0,0.0,98910.0,208.354,36.2
135092,SYC,Africa,Seychelles,2021-01-23,972.0,106.0,3.0,0.0,98910.0,208.354,36.2
135093,SYC,Africa,Seychelles,2021-01-24,1033.0,61.0,3.0,0.0,98910.0,208.354,36.2
135094,SYC,Africa,Seychelles,2021-01-25,1033.0,0.0,3.0,0.0,98910.0,208.354,36.2
135095,SYC,Africa,Seychelles,2021-01-26,1069.0,36.0,3.0,0.0,98910.0,208.354,36.2
135096,SYC,Africa,Seychelles,2021-01-27,1116.0,47.0,3.0,0.0,98910.0,208.354,36.2
135097,SYC,Africa,Seychelles,2021-01-28,1130.0,14.0,3.0,0.0,98910.0,208.354,36.2
135098,SYC,Africa,Seychelles,2021-01-29,1130.0,0.0,3.0,0.0,98910.0,208.354,36.2
135099,SYC,Africa,Seychelles,2021-01-30,1157.0,27.0,3.0,0.0,98910.0,208.354,36.2
135100,SYC,Africa,Seychelles,2021-01-31,1186.0,29.0,3.0,0.0,98910.0,208.354,36.2
135101,SYC,Africa,Seychelles,2021-02-01,1201.0,15.0,4.0,1.0,98910.0,208.354,36.2
135102,SYC,Africa,Seychelles,2021-02-02,1205.0,4.0,4.0,0.0,98910.0,208.354,36.2
135103,SYC,Africa,Seychelles,2021-02-03,1243.0,38.0,5.0,1.0,98910.0,208.354,36.2
135104,SYC,Africa,Seychelles,2021-02-04,1243.0,0.0,5.0,0.0,98910.0,208.354,36.2
135105,SYC,Africa,Seychelles,2021-02-05,1279.0,36.0,5.0,0.0,98910.0,208.354,36.2
135106,SYC,Africa,Seychelles,2021-02-06,1289.0,10.0,5.0,0.0,98910.0,208.354,36.2
135107,SYC,Africa,Seychelles,2021-02-07,1504.0,215.0,6.0,1.0,98910.0,208.354,36.2
135108,SYC,Africa,Seychelles,2021-02-08,1513.0,9.0,7.0,1.0,98910.0,208.354,36.2
135109,SYC,Africa,Seychelles,2021-02-09,1575.0,62.0,7.0,0.0,98910.0,208.354,36.2
135110,SYC,Africa,Seychelles,2021-02-10,1575.0,0.0,7.0,0.0,98910.0,208.354,36.2
135111,SYC,Africa,Seychelles,2021-02-11,1695.0,120.0,7.0,0.0,98910.0,208.354,36.2
135112,SYC,Africa,Seychelles,2021-02-12,1695.0,0.0,7.0,0.0,98910.0,208.354,36.2
135113,SYC,Africa,Seychelles,2021-02-13,1802.0,107.0,7.0,0.0,98910.0,208.354,36.2
135114,SYC,Africa,Seychelles,2021-02-14,1892.0,90.0,8.0,1.0,98910.0,208.354,36.2
135115,SYC,Africa,Seychelles,2021-02-15,1892.0,0.0,8.0,0.0,98910.0,208.354,36.2
135116,SYC,Africa,Seychelles,2021-02-16,1987.0,95.0,9.0,1.0,98910.0,208.354,36.2
135117,SYC,Africa,Seychelles,2021-02-17,1987.0,0.0,9.0,0.0,98910.0,208.354,36.2
135118,SYC,Africa,Seychelles,2021-02-18,2211.0,224.0,10.0,1.0,98910.0,208.354,36.2
135119,SYC,Africa,Seychelles,2021-02-19,2264.0,53.0,10.0,0.0,98910.0,208.354,36.2
135120,SYC,Africa,Seychelles,2021-02-20,2264.0,0.0,10.0,0.0,98910.0,208.354,36.2
135121,SYC,Africa,Seychelles,2021-02-21,2328.0,64.0,10.0,0.0,98910.0,208.354,36.2
135122,SYC,Africa,Seychelles,2021-02-22,2401.0,73.0,10.0,0.0,98910.0,208.354,36.2
135123,SYC,Africa,Seychelles,2021-02-23,2464.0,63.0,11.0,1.0,98910.0,208.354,36.2
135124,SYC,Africa,Seychelles,2021-02-24,2464.0,0.0,11.0,0.0,98910.0,208.354,36.2
135125,SYC,Africa,Seychelles,2021-02-25,2562.0,98.0,11.0,0.0,98910.0,208.354,36.2
135126,SYC,Africa,Seychelles,2021-02-26,2562.0,0.0,11.0,0.0,98910.0,208.354,36.2
135127,SYC,Africa,Seychelles,2021-02-27,2562.0,0.0,11.0,0.0,98910.0,208.354,36.2
135128,SYC,Africa,Seychelles,2021-02-28,2592.0,30.0,11.0,0.0,98910.0,208.354,36.2
135129,SYC,Africa,Seychelles,2021-03-01,2618.0,26.0,11.0,0.0,98910.0,208.354,36.2
135130,SYC,Africa,Seychelles,2021-03-02,2618.0,0.0,11.0,0.0,98910.0,208.354,36.2
135131,SYC,Africa,Seychelles,2021-03-03,2618.0,0.0,11.0,0.0,98910.0,208.354,36.2
135132,SYC,Africa,Seychelles,2021-03-04,2849.0,231.0,11.0,0.0,98910.0,208.354,36.2
135133,SYC,Africa,Seychelles,2021-03-05,2849.0,0.0,11.0,0.0,98910.0,208.354,36.2
135134,SYC,Africa,Seychelles,2021-03-06,2890.0,41.0,13.0,2.0,98910.0,208.354,36.2
135135,SYC,Africa,Seychelles,2021-03-07,2950.0,60.0,14.0,1.0,98910.0,208.354,36.2
135136,SYC,Africa,Seychelles,2021-03-08,2979.0,29.0,14.0,0.0,98910.0,208.354,36.2
135137,SYC,Africa,Seychelles,2021-03-09,2989.0,10.0,14.0,0.0,98910.0,208.354,36.2
135138,SYC,Africa,Seychelles,2021-03-10,2989.0,0.0,14.0,0.0,98910.0,208.354,36.2
135139,SYC,Africa,Seychelles,2021-03-11,3000.0,11.0,14.0,0.0,98910.0,208.354,36.2
135140,SYC,Africa,Seychelles,2021-03-12,3087.0,87.0,15.0,1.0,98910.0,208.354,36.2
135141,SYC,Africa,Seychelles,2021-03-13,3132.0,45.0,15.0,0.0,98910.0,208.354,36.2
135142,SYC,Africa,Seychelles,2021-03-14,3173.0,41.0,15.0,0.0,98910.0,208.354,36.2
135143,SYC,Africa,Seychelles,2021-03-15,3232.0,59.0,15.0,0.0,98910.0,208.354,36.2
135144,SYC,Africa,Seychelles,2021-03-16,3315.0,83.0,16.0,1.0,98910.0,208.354,36.2
135145,SYC,Africa,Seychelles,2021-03-17,3315.0,0.0,16.0,0.0,98910.0,208.354,36.2
135146,SYC,Africa,Seychelles,2021-03-18,3354.0,39.0,16.0,0.0,98910.0,208.354,36.2
135147,SYC,Africa,Seychelles,2021-03-19,3386.0,32.0,16.0,0.0,98910.0,208.354,36.2
135148,SYC,Africa,Seychelles,2021-03-20,3566.0,180.0,16.0,0.0,98910.0,208.354,36.2
135149,SYC,Africa,Seychelles,2021-03-21,3616.0,50.0,16.0,0.0,98910.0,208.354,36.2
135150,SYC,Africa,Seychelles,2021-03-22,3770.0,154.0,16.0,0.0,98910.0,208.354,36.2
135151,SYC,Africa,Seychelles,2021-03-23,3798.0,28.0,16.0,0.0,98910.0,208.354,36.2
135152,SYC,Africa,Seychelles,2021-03-24,3828.0,30.0,16.0,0.0,98910.0,208.354,36.2
135153,SYC,Africa,Seychelles,2021-03-25,3862.0,34.0,18.0,2.0,98910.0,208.354,36.2
135154,SYC,Africa,Seychelles,2021-03-26,3882.0,20.0,18.0,0.0,98910.0,208.354,36.2
135155,SYC,Africa,Seychelles,2021-03-27,3996.0,114.0,18.0,0.0,98910.0,208.354,36.2
135156,SYC,Africa,Seychelles,2021-03-28,4054.0,58.0,18.0,0.0,98910.0,208.354,36.2
135157,SYC,Africa,Seychelles,2021-03-29,4084.0,30.0,20.0,2.0,98910.0,208.354,36.2
135158,SYC,Africa,Seychelles,2021-03-30,4114.0,30.0,20.0,0.0,98910.0,208.354,36.2
